sample	samples	MRPS16	primary disease or tissue	_primary_site
GTEX-ZYFD-2926-SM-5GID9	GTEX-ZYFD-2926-SM-5GID9	9.774	Brain - Cerebellum	Brain
GTEX-14A5I-2826-SM-5SIBF	GTEX-14A5I-2826-SM-5SIBF	9.769	Brain - Cerebellum	Brain
GTEX-X4EP-3026-SM-3P5YP	GTEX-X4EP-3026-SM-3P5YP	9.765	Brain - Cerebellum	Brain
GTEX-12WSB-3026-SM-59HKM	GTEX-12WSB-3026-SM-59HKM	9.763	Brain - Cerebellum	Brain
GTEX-145LU-2626-SM-5LU9Z	GTEX-145LU-2626-SM-5LU9Z	9.762	Brain - Cerebellum	Brain
GTEX-13PDP-0011-R8b-SM-5O9CS	GTEX-13PDP-0011-R8b-SM-5O9CS	9.759	Brain - Hypothalamus	Brain
GTEX-OXRO-0011-R2A-SM-3NB1W	GTEX-OXRO-0011-R2A-SM-3NB1W	9.757	Brain - Substantia Nigra	Brain
GTEX-1269C-3126-SM-5EGI6	GTEX-1269C-3126-SM-5EGI6	9.754	Brain - Cerebellum	Brain
GTEX-145MI-3126-SM-5Q5CF	GTEX-145MI-3126-SM-5Q5CF	9.750	Brain - Cerebellum	Brain
GTEX-13RTL-0011-R9a-SM-5Q5BR	GTEX-13RTL-0011-R9a-SM-5Q5BR	9.748	Brain - Spinal Cord (Cervical C-1)	Brain
GTEX-13FHO-0011-R11b-SM-5LZYQ	GTEX-13FHO-0011-R11b-SM-5LZYQ	9.743	Brain - Cerebellar Hemisphere	Brain
GTEX-N7MS-0011-R11A-SM-2HMJS	GTEX-N7MS-0011-R11A-SM-2HMJS	9.738	Brain - Cerebellar Hemisphere	Brain
GTEX-RVPV-0011-R5A-SM-2TF69	GTEX-RVPV-0011-R5A-SM-2TF69	9.720	Brain - Caudate (Basal Ganglia)	Brain
GTEX-UTHO-0011-R5A-SM-3GIJD	GTEX-UTHO-0011-R5A-SM-3GIJD	9.720	Brain - Caudate (Basal Ganglia)	Brain
GTEX-13SLW-0011-R11a-SM-5SI8Q	GTEX-13SLW-0011-R11a-SM-5SI8Q	9.719	Brain - Cerebellar Hemisphere	Brain
GTEX-NPJ8-0011-R11A-SM-2YUMS	GTEX-NPJ8-0011-R11A-SM-2YUMS	9.719	Brain - Cerebellar Hemisphere	Brain
GTEX-X261-3126-SM-4PQZC	GTEX-X261-3126-SM-4PQZC	9.718	Brain - Cerebellum	Brain
GTEX-13RTJ-3126-SM-5S2Q4	GTEX-13RTJ-3126-SM-5S2Q4	9.717	Brain - Cerebellum	Brain
GTEX-13JVG-0011-R11a-SM-5KM53	GTEX-13JVG-0011-R11a-SM-5KM53	9.710	Brain - Cerebellar Hemisphere	Brain
GTEX-ZVT3-0011-R11b-SM-57WBI	GTEX-ZVT3-0011-R11b-SM-57WBI	9.706	Brain - Cerebellar Hemisphere	Brain
GTEX-OXRO-0011-R9A-SM-5S2W3	GTEX-OXRO-0011-R9A-SM-5S2W3	9.699	Brain - Spinal Cord (Cervical C-1)	Brain
GTEX-ZAJG-3126-SM-5HL9J	GTEX-ZAJG-3126-SM-5HL9J	9.669	Brain - Cortex	Brain
GTEX-X585-0011-R11B-SM-46MUZ	GTEX-X585-0011-R11B-SM-46MUZ	9.669	Brain - Cerebellar Hemisphere	Brain
TCGA-S9-A6WM-01	TCGA-S9-A6WM-01	9.669	Brain Lower Grade Glioma	Brain
GTEX-14BIM-0011-R11b-SM-5S2RN	GTEX-14BIM-0011-R11b-SM-5S2RN	9.665	Brain - Cerebellar Hemisphere	Brain
GTEX-11EI6-2926-SM-5985U	GTEX-11EI6-2926-SM-5985U	9.646	Brain - Cerebellum	Brain
GTEX-12WSH-3126-SM-5LZW8	GTEX-12WSH-3126-SM-5LZW8	9.645	Brain - Cerebellum	Brain
GTEX-145MG-3126-SM-5Q5D3	GTEX-145MG-3126-SM-5Q5D3	9.642	Brain - Cerebellum	Brain
GTEX-WWYW-3026-SM-3NB36	GTEX-WWYW-3026-SM-3NB36	9.637	Brain - Cerebellum	Brain
GTEX-11WQC-0011-R11b-SM-57WD6	GTEX-11WQC-0011-R11b-SM-57WD6	9.636	Brain - Cerebellar Hemisphere	Brain
GTEX-13IVO-0011-R5a-SM-5L3CY	GTEX-13IVO-0011-R5a-SM-5L3CY	9.632	Brain - Caudate (Basal Ganglia)	Brain
GTEX-11OC5-0626-SM-5HL6M	GTEX-11OC5-0626-SM-5HL6M	9.621	Brain - Cerebellum	Brain
GTEX-13JUV-0011-R11a-SM-5LZYH	GTEX-13JUV-0011-R11a-SM-5LZYH	9.619	Brain - Cerebellar Hemisphere	Brain
GTEX-13FLV-0011-R11a-SM-5LZZ7	GTEX-13FLV-0011-R11a-SM-5LZZ7	9.602	Brain - Cerebellar Hemisphere	Brain
GTEX-13IVO-0011-R3b-SM-5IJBJ	GTEX-13IVO-0011-R3b-SM-5IJBJ	9.599	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-RVPU-0011-R4A-SM-5SI8K	GTEX-RVPU-0011-R4A-SM-5SI8K	9.597	Brain - Amygdala	Brain
GTEX-13NZA-0011-R11b-SM-5KM4W	GTEX-13NZA-0011-R11b-SM-5KM4W	9.580	Brain - Cerebellar Hemisphere	Brain
GTEX-N7MT-1126-SM-2YUNQ	GTEX-N7MT-1126-SM-2YUNQ	9.579	Brain - Cortex	Brain
GTEX-ZE7O-0011-R11a-SM-57WBC	GTEX-ZE7O-0011-R11a-SM-57WBC	9.562	Brain - Cerebellar Hemisphere	Brain
GTEX-OXRO-0011-R9A-SM-3NB1X	GTEX-OXRO-0011-R9A-SM-3NB1X	9.561	Brain - Spinal Cord (Cervical C-1)	Brain
GTEX-11EQ8-2826-SM-5N9C1	GTEX-11EQ8-2826-SM-5N9C1	9.541	Brain - Cerebellum	Brain
GTEX-12WSF-0011-R11a-SM-5LZVT	GTEX-12WSF-0011-R11a-SM-5LZVT	9.525	Brain - Cerebellar Hemisphere	Brain
GTEX-13IVO-2926-SM-5L3CZ	GTEX-13IVO-2926-SM-5L3CZ	9.517	Brain - Cortex	Brain
GTEX-13PDP-0011-R1a-SM-5PNX5	GTEX-13PDP-0011-R1a-SM-5PNX5	9.491	Brain - Hippocampus	Brain
GTEX-WWYW-0011-R11A-SM-3NB38	GTEX-WWYW-0011-R11A-SM-3NB38	9.491	Brain - Cerebellar Hemisphere	Brain
GTEX-X4EP-0011-R11B-SM-4QASK	GTEX-X4EP-0011-R11B-SM-4QASK	9.446	Brain - Cerebellar Hemisphere	Brain
GTEX-R55F-1226-SM-2TF59	GTEX-R55F-1226-SM-2TF59	9.438	Brain - Cerebellum	Brain
GTEX-13PDP-0011-R6b-SM-5O9D5	GTEX-13PDP-0011-R6b-SM-5O9D5	9.429	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-NL3H-0011-R1a-SM-48TDJ	GTEX-NL3H-0011-R1a-SM-48TDJ	9.422	Brain - Hippocampus	Brain
GTEX-13NZ8-0011-R8b-SM-5KM48	GTEX-13NZ8-0011-R8b-SM-5KM48	9.422	Brain - Hypothalamus	Brain
GTEX-RVPU-0011-R11A-SM-2XCAF	GTEX-RVPU-0011-R11A-SM-2XCAF	9.389	Brain - Cerebellar Hemisphere	Brain
GTEX-11WQK-3126-SM-5EGI2	GTEX-11WQK-3126-SM-5EGI2	9.352	Brain - Cerebellum	Brain
GTEX-13IVO-0011-R8a-SM-5L3DY	GTEX-13IVO-0011-R8a-SM-5L3DY	9.339	Brain - Hypothalamus	Brain
GTEX-13CZV-0011-R11b-SM-5N9FN	GTEX-13CZV-0011-R11b-SM-5N9FN	9.333	Brain - Cerebellar Hemisphere	Brain
GTEX-R55F-1326-SM-2TF5F	GTEX-R55F-1326-SM-2TF5F	9.299	Brain - Cortex	Brain
GTEX-RVPU-0011-R4A-SM-2TF6X	GTEX-RVPU-0011-R4A-SM-2TF6X	9.256	Brain - Amygdala	Brain
GTEX-131XW-0011-R11a-SM-5DUV9	GTEX-131XW-0011-R11a-SM-5DUV9	9.204	Brain - Cerebellar Hemisphere	Brain
GTEX-ZE9C-0011-R11a-SM-4WKGG	GTEX-ZE9C-0011-R11a-SM-4WKGG	9.180	Brain - Cerebellar Hemisphere	Brain
GTEX-NL3H-0011-R11A-SM-2I3E6	GTEX-NL3H-0011-R11A-SM-2I3E6	9.173	Brain - Cerebellar Hemisphere	Brain
GTEX-ZF28-2926-SM-4WKG1	GTEX-ZF28-2926-SM-4WKG1	9.156	Brain - Cerebellum	Brain
GTEX-13IVO-0011-R10a-SM-5LZY3	GTEX-13IVO-0011-R10a-SM-5LZY3	9.153	Brain - Frontal Cortex (Ba9)	Brain
GTEX-13NZ8-0011-R1b-SM-5KM3V	GTEX-13NZ8-0011-R1b-SM-5KM3V	9.066	Brain - Hippocampus	Brain
GTEX-13NYS-0011-R11b-SM-5MR4P	GTEX-13NYS-0011-R11b-SM-5MR4P	9.047	Brain - Cerebellar Hemisphere	Brain
GTEX-12WSB-0011-R11b-SM-57WBJ	GTEX-12WSB-0011-R11b-SM-57WBJ	9.011	Brain - Cerebellar Hemisphere	Brain
GTEX-11WQK-0011-R11a-SM-5BC6W	GTEX-11WQK-0011-R11a-SM-5BC6W	9.008	Brain - Cerebellar Hemisphere	Brain
GTEX-NL4W-0011-R11A-SM-2I3DW	GTEX-NL4W-0011-R11A-SM-2I3DW	8.933	Brain - Cerebellar Hemisphere	Brain
GTEX-13PDP-2926-SM-5N9E8	GTEX-13PDP-2926-SM-5N9E8	8.682	Brain - Cerebellum	Brain
GTEX-13NZ8-3026-SM-5L3D4	GTEX-13NZ8-3026-SM-5L3D4	8.674	Brain - Cerebellum	Brain
GTEX-ZF28-0011-R11a-SM-4WWEI	GTEX-ZF28-0011-R11a-SM-4WWEI	8.624	Brain - Cerebellar Hemisphere	Brain
GTEX-12WSH-0011-R11a-SM-5LZVM	GTEX-12WSH-0011-R11a-SM-5LZVM	8.544	Brain - Cerebellar Hemisphere	Brain
GTEX-13IVO-0011-R11b-SM-5LZXQ	GTEX-13IVO-0011-R11b-SM-5LZXQ	8.509	Brain - Cerebellar Hemisphere	Brain
GTEX-TSE9-2926-SM-5CHQO	GTEX-TSE9-2926-SM-5CHQO	0.000	Brain - Cerebellum	Brain
GTEX-T6MN-0011-R6A-SM-5CHQD	GTEX-T6MN-0011-R6A-SM-5CHQD	0.000	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-T6MN-0011-R7A-SM-5CHSP	GTEX-T6MN-0011-R7A-SM-5CHSP	0.000	Brain - Putamen (Basal Ganglia)	Brain
GTEX-TSE9-0011-R7A-SM-5CHS2	GTEX-TSE9-0011-R7A-SM-5CHS2	0.000	Brain - Putamen (Basal Ganglia)	Brain
GTEX-T6MN-0011-R4A-SM-5CHSD	GTEX-T6MN-0011-R4A-SM-5CHSD	0.000	Brain - Amygdala	Brain
GTEX-OHPN-0011-R10A-SM-33HBU	GTEX-OHPN-0011-R10A-SM-33HBU		Brain - Frontal Cortex (Ba9)	Brain
GTEX-OHPN-0011-R10A-SM-5S2U3	GTEX-OHPN-0011-R10A-SM-5S2U3		Brain - Frontal Cortex (Ba9)	Brain
GTEX-T5JC-0011-R10A-SM-32PM2	GTEX-T5JC-0011-R10A-SM-32PM2		Brain - Frontal Cortex (Ba9)	Brain
GTEX-T6MN-0011-R10A-SM-32QP7	GTEX-T6MN-0011-R10A-SM-32QP7		Brain - Frontal Cortex (Ba9)	Brain
GTEX-T6MN-0011-R10A-SM-5CHQC	GTEX-T6MN-0011-R10A-SM-5CHQC		Brain - Frontal Cortex (Ba9)	Brain
GTEX-TSE9-0011-R10A-SM-3DB7O	GTEX-TSE9-0011-R10A-SM-3DB7O		Brain - Frontal Cortex (Ba9)	Brain
GTEX-XLM4-0011-R10A-SM-4AT5P	GTEX-XLM4-0011-R10A-SM-4AT5P		Brain - Frontal Cortex (Ba9)	Brain
GTEX-RU72-0011-R11A-SM-2TF6J	GTEX-RU72-0011-R11A-SM-2TF6J		Brain - Cerebellar Hemisphere	Brain
GTEX-RU72-0011-R11A-SM-5SI8G	GTEX-RU72-0011-R11A-SM-5SI8G		Brain - Cerebellar Hemisphere	Brain
GTEX-T5JC-0011-R11A-SM-32PMB	GTEX-T5JC-0011-R11A-SM-32PMB		Brain - Cerebellar Hemisphere	Brain
GTEX-XLM4-0011-R11A-SM-4AT46	GTEX-XLM4-0011-R11A-SM-4AT46		Brain - Cerebellar Hemisphere	Brain
